SampleID	CONTIG COUNT	TOTAL LENGTH	MIN	MAX	MEDIAN	MEAN	L50	N50	L90	N90	GC%	BUSCO_Complete	BUSCO_Single	BUSCO_Duplicate	BUSCO_Fragmented	BUSCO_Missing	BUSCO_NumGenes	Reads	Mapped_reads	Average_Coverage
Conidiobolus_megalotocus_NRRL_3011	7449	72552937	395	236131	2564	9739.96	702	28875	2796	5534	24.38	70.5	29.2	41.3	11.3	18.2	758	11271876	11099414	22.9
Conidiobolus_osmodes_ARSEF_79	27214	98845627	987	135194	2552	3632.16	5907	4789	19659	1678	17.44	29.9	29.6	0.3	23.1	47.0	758	65200496	59557241	60.2
Conidiobolus_polytocus_NRRL_1231	934	28972160	324	507709	2822	31019.44	72	126006	238	29487	28.09	81.6	80.5	1.1	5.3	13.1	758	7886908	7828149	40.5
Conidiobolus_pumilus_ARSEF_6383	41819	318123097	201	103089	4917	7607.14	7040	13301	23538	4027	32.14	61.8	49.5	12.3	8.4	29.8	758	NA	NA	0.0
Conidiobolus_pumilus_ARSEF_6383.masurca	41819	318123097	201	103089	4917	7607.14	7040	13301	23538	4027	32.14	61.8	49.5	12.3	8.4	29.8	758	375323648	360782240	160.1
Conidiobolus_rhysosporus_ARSEF_448	9119	100432955	500	180391	4651	11013.59	1080	26159	4092	6048	18.55	66.5	29.7	36.8	9.5	24.0	758	19035940	18715944	18.6
Conidiobolus_rhysosporus_NRRL_1225	10597	102004316	500	188672	5077	9625.77	1377	20331	5238	5200	18.84	67.9	27.0	40.9	8.7	23.4	758	10627948	10515174	15.5
Conidiobolus_sp._NRRL_29146	19453	66637341	914	154820	2199	3425.56	3732	4725	13958	1486	25.34	46.9	39.8	7.1	20.2	32.9	758	11085050	10207966	23.0
Conidiobolus_thromboides_ARSEF_4968	1115	24493771	500	434174	6178	21967.51	115	62442	414	14738	26.60	71.9	71.5	0.4	8.0	20.1	758	19670234	19511441	79.6
Conidiobolus_thromboides_NRRL_1224	4516	40070971	500	322256	3066	8873.11	439	23569	1867	4736	26.13	68.1	41.3	26.8	10.8	21.1	758	9111312	9050481	33.9
Cunninghamella_antarctica_NRRL_6534	1234	29555219	508	212967	13022	23950.74	187	49032	605	13588	26.33	95.0	90.1	4.9	1.8	3.2	758	18833540	18627735	63.0
Cunninghamella_bertholletiae_NRRL_1376	2707	30836414	1000	125909	7429	11391.36	479	18913	1651	5323	24.52	91.0	86.0	5.0	4.0	5.0	758	14149654	13424387	65.2
Cunninghamella_bertholletiae_NRRL_1377	1192	30166686	1008	187029	15449	25307.62	202	44997	660	12609	24.71	93.4	88.8	4.6	2.8	3.8	758	15829726	15480020	76.9
Cunninghamella_bertholletiae_NRRL_1378	2882	31984856	539	81548	7070	11098.15	517	18728	1763	5274	25.17	92.0	87.9	4.1	3.6	4.4	758	NA	15672865	73.5
Cunninghamella_bertholletiae_NRRL_1380	1851	31211963	1010	195573	3839	16862.22	198	48562	695	10764	24.45	93.6	88.9	4.7	3.2	3.2	758	16663626	16259389	78.1
Cunninghamella_brunnea_NRRL_6143	5855	29852420	500	60613	3211	5098.62	1006	8792	3457	2410	25.59	82.1	79.2	2.9	8.0	9.9	758	18087214	17204432	57.6
Cunninghamella_echinulata_NRRL_1384	1311	29325748	1006	224384	14439	22368.99	231	40725	731	11519	26.44	95.4	90.4	5.0	1.6	3.0	758	10812958	10424481	53.3
Cunninghamella_echinulata_NRRL_1385	5574	29035582	1000	40764	3709	5209.11	1186	7450	3822	2423	26.50	79.9	75.5	4.4	9.1	11.0	758	14805224	14173084	73.2
Cunninghamella_echinulata_NRRL_1386	1072	29572316	1000	202855	16955	27586.12	174	53495	562	15557	26.41	94.7	89.8	4.9	1.5	3.8	758	12469808	12012341	60.9
Cunninghamella_echinulata_NRRL_1387	1925	30093739	1000	153795	8952	15633.11	314	30845	1023	7864	26.09	93.9	90.1	3.8	2.1	4.0	758	12510030	12024048	59.8
Cunninghamella_echinulata_RSA_2017+	796	29320821	1002	259323	21863	36835.20	127	70050	423	19845	26.51	94.9	89.8	5.1	2.1	3.0	758	6919352	6673069	34.1
Cunninghamella_echinulata_RSA_2018-	925	29314526	1002	218050	20283	31691.38	160	60126	501	17663	26.43	96.1	91.2	4.9	1.5	2.4	758	6271842	6083108	31.1
Cunninghamella_elegans_NRRL_1388	1917	32390411	1001	159875	10626	16896.41	322	28987	1115	8144	25.05	91.6	87.6	4.0	3.7	4.7	758	12314726	11960931	55.4
Cunninghamella_elegans_NRRL_1390	1936	32492774	1003	175926	10950	16783.46	348	29271	1142	8462	25.03	89.8	86.1	3.7	4.6	5.6	758	17053130	16517766	76.2
Cunninghamella_elegans_NRRL_1391	1788	32709428	1002	143196	11475	18293.86	315	31653	1056	8702	25.04	91.0	87.2	3.8	4.0	5.0	758	12802410	24689207	113.2
Cunninghamella_elegans_NRRL_1392	1913	32532992	1007	143719	10592	17006.27	340	29006	1133	8272	25.03	90.6	86.8	3.8	4.1	5.3	758	16750520	16281687	75.0
Cunninghamella_elegans_NRRL_1393	2010	32407112	1002	121656	10732	16122.94	364	26777	1207	7931	25.02	91.8	88.0	3.8	4.1	4.1	758	18044752	17595792	81.4
Cunninghamella_elegans_NRRL_2310	3349	31482814	1001	93778	5924	9400.66	592	15749	2073	4312	25.26	91.0	86.8	4.2	4.6	4.4	758	NA	7551967	35.9
Cunninghamella_japonica_NRRL_2463	1205	29444695	1001	177287	14750	24435.43	200	46075	667	12424	26.45	94.7	90.0	4.7	2.2	3.1	758	NA	15397222	78.4
Cunninghamella_japonica_NRRL_2464	1427	35092442	993	637750	1862	24591.76	82	128548	300	25717	35.55	97.5	87.3	10.2	0.7	1.8	758	NA	24347224	103.9
Cunninghamella_polymorpha_NRRL_1395	1962	30293636	1026	130491	9215	15440.18	328	28614	1099	7448	25.55	92.1	87.6	4.5	3.8	4.1	758	NA	14140112	70.0
Cunninghamella_sp._NRRL_A-21238	1341	29953193	1000	257753	5744	22336.46	146	62899	495	15873	26.21	95.3	90.2	5.1	2.0	2.7	758	13068878	12776387	64.0
Cunninghamella_sp._NRRL_A-21271	1835	29839741	1001	147733	7266	16261.44	255	37803	821	9800	26.25	94.1	89.1	5.0	2.5	3.4	758	14033390	13489002	67.8
Densosporaceae_sp._MVC-580	15256	61907119	970	140833	2192	4057.89	2142	6492	10401	1605	40.94	95.5	73.9	21.6	2.9	1.6	758	NA	31372548	76.0
Dichotomocladium_elegans_NRRL_2754	1743	34029604	500	359133	2165	19523.58	146	68103	506	16851	47.65	96.6	87.1	9.5	0.5	2.9	758	9607390	9215994	40.5
Dichotomocladium_hesseltinei_NRRL_2912T	1605	34733949	1003	235671	8174	21641.09	202	51846	690	12663	47.31	95.7	85.1	10.6	0.9	3.4	758	7762342	7207265	31.1
Dichotomocladium_robustum_RSA_1342	1113	34449418	565	389801	8343	30951.86	122	85339	422	21683	46.00	96.2	87.2	9.0	0.7	3.1	758	6630522	6207959	27.0
Dichotomocladium_sphaerosporum_NRRL_22118	9668	57328119	943	50727	4243	5929.68	2007	8890	6389	2782	45.82	91.5	49.5	42.0	3.8	4.7	758	4483264	3858066	10.1
Dicranophora_fulva_NRRL_22204	192	1048809	1008	36358	3455	5462.55	38	8528	128	2520	36.20	0.8	0.8	0.0	0.0	99.2	758	NA	1711613	244.1
Dimargaris_cristalligena_RSA_1219	7412	55305165	1000	205654	3477	7461.57	740	15084	4326	2877	40.81	96.9	43.5	53.4	1.5	1.6	758	NA	67663702	183.1
Dimargaris_verticellata_RSA_567	2647	20659345	1000	272178	2481	7804.81	249	21836	1259	2704	52.12	78.6	78.6	0.0	6.7	14.7	758	NA	58234595	421.0
Dimargaris_xerosporica_NRRL_3178	5113	51940398	1001	357054	5847	10158.50	817	18392	2937	4624	41.45	97.8	37.6	60.2	0.7	1.5	758	NA	81653539	235.2
Dinochytrium_kinnereticum_KLL_TL_06062013	3350	31506839	512	274170	2414	9405.03	221	38694	1451	2958	47.65	74.3	73.0	1.3	9.8	15.9	758	NA	4900551	23.2
Dipsacomyces_acuminosporus_NRRL_2925	2570	15199616	998	82071	2399	5914.25	295	12785	1431	2018	51.24	77.8	77.3	0.5	6.1	16.1	758	NA	11841298	115.8
Dispira_parvispora_RSA_1196	4483	21926141	1000	150472	3110	4890.95	826	7319	2976	2124	45.39	73.6	73.2	0.4	12.1	14.3	758	NA	33107946	226.3
Dispira_simplex_RSA_1455	3458	39622421	958	118104	6977	11458.19	576	20745	1923	5697	44.78	90.8	31.4	59.4	2.4	6.8	758	NA	28783407	108.9
Dissophora_ornata_NRRL_22417	4002	38407782	500	123321	3612	9597.15	467	23711	1785	4772	48.75	94.2	86.5	7.7	2.8	3.0	758	5867312	5726125	14.9
Echinosporangium_transversalis_NRRL_5525	6418	35648639	500	128939	2737	5554.48	864	11602	3467	2373	41.63	79.7	75.5	4.2	11.3	9.0	758	6090224	5814261	16.3
Ellisomyces_anomalus_NRRL_2465+T	1394	31484086	1003	241465	4732	22585.43	151	65333	510	16825	39.80	97.8	87.9	9.9	0.8	1.4	758	5870010	5066755	24.1
Ellisomyces_anomalus_RSA_581-	1321	31548110	1002	314164	4105	23881.99	135	71309	462	18170	39.79	98.1	87.9	10.2	0.4	1.5	758	8302144	7328494	34.8
Entophlyctis_luteolus_JEL0120	1508	26787995	1000	195283	8487	17763.92	206	39875	735	8801	48.12	77.3	69.5	7.8	6.9	15.8	758	NA	2431786	13.6
Entophlyctis_luteolus_JEL0129	1317	27697867	997	290265	4656	21031.03	123	68061	478	12723	48.03	77.6	69.8	7.8	5.7	16.7	758	NA	6618817	35.8
Entophlyctis_sp._JEL0112	1555	26953227	1000	257584	5709	17333.26	155	47868	648	9065	48.11	76.9	68.9	8.0	6.3	16.8	758	NA	4093651	22.8
Fennellomyces_heterothallicus_RSA_2348	1855	37043406	500	342273	2165	19969.49	122	97530	433	16479	44.98	96.5	89.8	6.7	1.2	2.3	758	54645730	51324447	138.5
Fennellomyces_linderi_NRRL_2342	1134	38574352	1001	655667	6567	34016.18	100	107647	389	23076	44.42	96.5	90.0	6.5	0.5	3.0	758	NA	11971520	46.5
Fennellomyces_linderi_NRRL_2342T	1316	38282646	1000	386169	5585	29090.16	129	87574	461	21063	44.43	96.4	89.8	6.6	0.5	3.1	758	5670024	5093906	20.0
Fennellomyces_mexicanus_sp._nov._RSA_1415+	3450	40209357	958	306211	1890	11654.89	192	61603	1067	3942	43.68	96.3	89.6	6.7	0.8	2.9	758	NA	NA	NA
Fennellomyces_mexicanus_sp._nov._RSA_1418-	2440	39145631	904	406244	3165	16043.29	173	63734	822	6408	44.42	96.1	89.6	6.5	1.1	2.8	758	NA	6005921	23.0
Fennellomyces_verticellatus_RSA_2442+	1575	37070146	1000	449395	3482	23536.60	126	85613	462	15853	44.98	96.1	89.6	6.5	1.3	2.6	758	5055834	4610962	18.8
Fennellomyces_verticellatus_RSA_2446	2342	36507853	500	306339	1868	15588.32	158	68118	575	12241	44.93	96.2	89.7	6.5	1.5	2.3	758	9396728	8546264	23.4
Gaertneriomyces_sp._JEL0708	197	20558305	1034	1869936	5108	104356.88	12	558018	40	136441	49.47	89.7	86.9	2.8	3.0	7.3	758	NA	4683279	34.1
Geranomyces_michiganensis_JEL0563	281	23465000	1001	875245	14904	83505.34	29	276973	93	64760	53.16	88.8	87.2	1.6	2.2	9.0	758	NA	5006401	31.9
Geranomyces_variabilis_JEL0379	547	23238397	1009	492215	19483	42483.36	74	95458	242	25612	54.40	89.3	87.1	2.2	2.4	8.3	758	NA	5487323	35.4
Geranomyces_variabilis_JEL0389	176	24135049	1002	1046727	11254	137130.96	17	475954	50	134065	54.27	88.9	86.9	2.0	2.2	8.9	758	NA	13831800	85.9
Geranomyces_variabilis_JEL0566	307	23485086	1026	794400	29743	76498.65	34	184841	122	58438	54.35	88.8	86.8	2.0	3.0	8.2	758	NA	8168652	52.2
Geranomyces_variabilis_JEL0567	166	23752442	1000	1224245	9649	143087.00	16	473289	50	148718	54.33	88.0	85.6	2.4	3.0	9.0	758	NA	8732454	55.0
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	1663	23692728	1000	105367	8250	14246.98	262	28978	850	7693	37.04	97.3	90.4	6.9	1.1	1.6	758	13950792	12551330	79.4
Gilbertella_persicaria_var._indica_CBS_442.64-	1649	23708317	1000	167426	5211	14377.39	218	33949	722	8258	37.80	97.9	91.2	6.7	0.7	1.4	758	NA	6747944	42.7
Gilbertella_persicaria_var._persicaria_CBS_190.32-T	1081	23568528	1000	218770	11581	21802.52	156	48152	508	13459	37.01	97.6	90.6	7.0	0.5	1.9	758	NA	6512102	41.4
Gilbertella_persicaria_var._persicaria_CBS_246.59_Plus	3930	21431410	764	110213	2912	5453.28	540	9219	2423	2086	36.79	83.6	78.9	4.7	7.3	9.1	758	NA	1613530	11.3
Gongronella_butleri_NRRL_1340	1706	33103654	1002	132054	14051	19404.25	318	33840	916	11940	48.45	95.0	91.6	3.4	1.8	3.2	758	17588186	17014881	76.9
Gongronella_butleri_NRRL_2422	1910	32110780	1000	126368	13793	16811.93	412	25813	1160	10330	48.75	93.8	90.2	3.6	2.2	4.0	758	NA	15783610	73.6
Gongronella_butleri_NRRL_2795	1269	33070258	972	196753	18181	26060.09	236	45276	709	14391	48.39	94.0	89.8	4.2	2.6	3.4	758	NA	14459104	65.5
Gongronella_butleri_NRRL_A-23795	1357	32682737	1001	182410	16265	24084.55	233	43324	722	14729	48.39	94.1	90.5	3.6	2.2	3.7	758	17896328	17233282	78.9
Gongronella_butleri_NRRL_A-9978	1760	33279248	492	193721	7747	18908.66	240	44024	715	15985	48.38	96.1	92.0	4.1	1.7	2.2	758	10737882	10561322	47.6
Gongronella_sp._NRRL_A-20010	1274	25158912	1010	155389	12517	19747.97	224	35504	719	9900	33.39	94.9	90.2	4.7	1.7	3.4	758	NA	7071876	42.2
Haplosporangium_bisporale_NRRL_A-12553	11106	38988710	500	105785	1297	3510.60	1162	8506	6003	1138	48.59	78.5	73.5	5.0	9.4	12.1	758	5818422	5279923	13.5
Haplosporangium_lignicola_NRRL_2525	4029	35304070	501	100968	4138	8762.49	530	19168	2025	4126	40.69	94.6	88.4	6.2	2.2	3.2	758	5938326	5762080	16.3
Haplosporangium_sp._NRRL_3175	3995	36129123	500	91252	4133	9043.59	515	20648	1928	4407	40.66	95.1	88.8	6.3	1.3	3.6	758	6193882	6085915	16.8
Haplosporangium_sp._NRRL_A-10739	1697	33515068	500	216595	5245	19749.60	182	56943	626	13500	46.95	96.4	88.9	7.5	1.3	2.3	758	5996216	5902764	17.6
Haplosporangium_sp._NRRL_A-10996	1626	33513860	500	304264	5338	20611.23	170	59832	594	14129	46.96	96.7	88.8	7.9	1.2	2.1	758	5876332	5731785	17.1
Helicostylum_lucknowense_NRRL_2892	1826	42035431	1000	338462	5562	23020.50	186	70563	681	12552	41.99	96.2	89.6	6.6	1.3	2.5	758	13618666	12925462	46.1
Helicostylum_lucknowense_NRRL_A-16732	1872	41839329	1001	294066	5409	22350.07	189	70559	691	12551	42.04	96.3	90.0	6.3	1.2	2.5	758	16516394	15982157	57.2
Helicostylum_pulchrum_RSA_2065	947	31876874	1000	423544	18675	33660.90	134	71620	465	19280	34.17	97.5	87.5	10.0	0.4	2.1	758	6783574	6067036	28.5
Helicostylum_sp._NRRL_1397	2745	35036762	1000	139801	5877	12763.85	389	27277	1391	5740	44.86	96.2	89.3	6.9	1.2	2.6	758	16044506	15326446	65.5
Kappamyces_sp._JEL0680	3217	13239202	1000	119288	1889	4115.39	433	7567	2089	1460	52.28	54.5	54.2	0.3	15.2	30.3	758	NA	5389330	61.0
Kickxella_alabastrina_Benny_63K	4450	30383641	1000	223065	4071	6827.78	738	11062	2766	2884	49.08	64.5	24.9	39.6	14.1	21.4	758	NA	38106190	188.1
Kickxella_alabastrina_RSA_2140	5068	16912514	976	284198	2157	3337.12	936	3985	3693	1506	48.64	61.5	60.8	0.7	16.5	22.0	758	NA	7363788	65.2
Lichtheimia_corymbifera_NRRL_1592	1588	34738090	451	199499	3541	21875.37	188	62263	538	21324	43.44	95.8	86.3	9.5	1.3	2.9	758	11059230	10925821	47.2
Lichtheimia_corymbifera_NRRL_2981	1707	34983057	500	238634	2658	20493.88	186	62724	539	20753	43.43	96.0	86.9	9.1	1.2	2.8	758	7850248	7654982	32.8
Lichtheimia_corymbifera_NRRL_6379	1719	34401061	500	196452	3077	20012.25	195	58848	573	19231	43.43	95.8	86.3	9.5	1.3	2.9	758	7891610	7655247	33.4
Lichtheimia_corymbifera_NRRL_A-11155	1685	34785965	500	203412	2681	20644.49	186	63018	541	21391	43.43	95.7	86.5	9.2	1.1	3.2	758	6556084	6476642	27.9
Lichtheimia_hyalospora_NRRL_1305	1738	32350022	502	398879	1474	18613.36	87	123932	286	26221	40.38	96.4	86.0	10.4	0.8	2.8	758	8132290	8024892	37.2
Lichtheimia_ramosa_NRRL_1335	21023	44626286	500	81586	935	2122.74	2957	4220	13486	722	40.79	71.1	61.5	9.6	15.8	13.1	758	12198582	11792933	39.6
Lichtheimia_ramosa_NRRL_3208	19790	43001149	492	321847	912	2172.87	2536	4335	12557	724	41.03	68.6	60.7	7.9	17.4	14.0	758	7979848	7703648	26.9
Lichtheimia_sphaerocystis_NRRL_6380	1723	34473892	500	196403	2814	20008.06	198	57383	571	20244	43.43	95.9	86.5	9.4	1.3	2.8	758	9132662	8973663	39.0
Linderina_macrospora_NRRL_5244	7010	15821707	552	106021	1738	2257.02	1893	2469	5573	1221	52.89	50.0	49.3	0.7	18.5	31.5	758	6760770	5347346	50.7
Linderina_pennispora_NRRL_3781	8877	18805443	473	73846	1275	2118.45	1672	3133	6306	891	54.45	61.0	60.9	0.1	20.3	18.7	758	14275456	13885490	110.7
Lobosporangium_transversale_NRRL_3116	6585	35390792	500	70116	2722	5374.46	895	10948	3614	2312	41.65	78.6	73.9	4.7	11.1	10.3	758	5604788	5347160	15.1
Lobulomyces_angularis_JEL0522	1270	24951567	1003	248446	8757	19646.90	164	44442	607	9893	27.91	73.0	71.4	1.6	9.0	18.0	758	NA	3741708	22.5
Modicella_reniformis_MES-2146	12478	43601601	500	267961	2062	3494.28	2102	5999	7724	1498	46.47	81.8	77.8	4.0	10.3	7.9	758	7926386	7512975	17.2
Mortierella_alpina_AD071	1601	35060002	499	336245	5760	21898.81	164	64418	581	15219	51.49	97.1	89.6	7.5	0.5	2.4	758	4735466	4643860	13.2
Mortierella_alpina_AD072	2684	37282625	500	174171	6707	13890.69	352	30823	1250	7829	50.30	96.4	88.9	7.5	1.6	2.0	758	4219080	4136342	11.1
Mortierella_alpina_CK1249	4026	36285647	500	92935	4968	9012.83	605	18393	2045	4818	51.31	93.9	85.9	8.0	3.3	2.8	758	3158938	3078233	8.5
Mortierella_alpina_GBA31	2501	37238513	500	216994	5988	14889.45	311	36335	1055	9051	50.96	96.2	88.7	7.5	1.6	2.2	758	4615096	4555224	12.2
Mortierella_alpina_NRRL_66262	1181	37714408	500	458088	5288	31934.30	114	101414	381	27606	50.64	96.6	87.9	8.7	0.8	2.6	758	8694832	8542174	34.0
Mortierella_ambigua_BC1065	2284	37923144	498	238780	3660	16603.83	243	48912	814	11834	51.00	96.5	94.9	1.6	0.8	2.7	758	9977518	9762659	25.7
Mortierella_ambigua_BC1291	2279	37574674	500	252519	4804	16487.35	262	44814	873	10900	51.01	95.1	94.2	0.9	1.6	3.3	758	8682254	8489582	22.6
Mortierella_ambigua_NRRL_28271	2034	35146978	500	259283	5340	17279.73	227	47393	800	10107	49.98	95.8	94.7	1.1	2.2	2.0	758	4562010	4484062	12.7
Mortierella_antarctica_KOD_1229	2186	35455509	500	272146	4268	16219.35	226	47442	801	10689	51.51	96.4	88.5	7.9	1.1	2.5	758	4099868	3918664	11.0
Mortierella_beljakovae_KOD_1040	4906	37828604	500	114383	3110	7710.68	598	18574	2280	3694	39.36	96.2	90.4	5.8	1.2	2.6	758	5218076	4969764	13.1
Mortierella_camargensis_NRRL_2610	2797	44900159	491	271031	7635	16052.97	377	36446	1272	9212	47.38	96.4	89.3	7.1	1.3	2.3	758	7287660	7024689	15.6
Mortierella_capitata_NRRL_22892	1400	34169808	1004	207404	13552	24407.01	213	51014	673	14552	49.91	97.0	95.5	1.5	0.4	2.6	758	NA	17321727	76.0
Mortierella_chineii_NRRL_5217	70	431490	1052	142987	4014	6164.14	9	6756	46	2979	40.75	0.0	0.0	0.0	0.0	100.0	758	NA	613436	142.1
Mortierella_chlamydospora_AD033	3653	39048271	499	149264	5051	10689.37	479	24358	1732	5676	44.25	95.8	87.9	7.9	1.5	2.7	758	6780788	6611764	16.9
Mortierella_chlamydospora_NRRL_2769	5304	38209812	500	76672	4037	7203.96	810	14167	2867	3480	44.21	93.3	85.9	7.4	2.2	4.5	758	4228160	4107035	10.7
Mortierella_claussenii_NRRL_2760	1499	37458580	500	420875	4815	24989.05	140	82387	501	18372	48.74	95.6	88.9	6.7	0.9	3.5	758	7913184	7682228	30.8
Mortierella_clonocystis_AM1000	2928	41421736	500	208146	6033	14146.77	376	33105	1318	7756	48.39	95.0	86.3	8.7	1.2	3.8	758	5903770	5716630	13.8
Mortierella_clonocystis_KOD_947	3048	39506643	500	157240	5381	12961.50	392	31100	1345	7212	48.94	93.7	86.8	6.9	2.0	4.3	758	5605216	5264676	13.3
Mortierella_cystojenkinii_1230	3044	42943035	291	200391	4581	14107.44	346	37152	1223	8600	47.51	94.9	88.3	6.6	1.6	3.5	758	6413696	6269223	14.6
Mortierella_elongata_GBA34	3514	46924179	501	111933	7016	13353.49	494	28149	1736	7195	48.01	95.7	89.1	6.6	1.7	2.6	758	5979260	5891770	12.6
Mortierella_elongata_GBA40	4256	46808467	500	122649	6079	10998.23	611	22018	2172	5846	47.91	94.7	88.0	6.7	2.1	3.2	758	5255474	5066965	10.8
Mortierella_elongata_NVP5	5336	46032190	500	123362	5213	8626.72	884	15830	2953	4348	47.90	91.1	84.6	6.5	4.1	4.8	758	4755250	4668689	10.1
Mortierella_elongata_NVP71	6092	45603771	500	89460	4818	7485.85	1061	13229	3500	3727	47.83	89.2	83.4	5.8	4.4	6.4	758	5085266	4931489	10.8
Mortierella_epicladia_AD058	3610	40828719	500	181942	6369	11309.89	543	22197	1871	6003	48.30	92.0	83.4	8.6	3.2	4.8	758	4972292	4737523	11.6
Mortierella_epicladia_KOD_1059	2579	38094216	500	152774	7478	14770.93	363	31490	1254	7893	48.47	92.3	84.3	8.0	3.3	4.4	758	4819328	4603129	12.1
Mortierella_epigama_NRRL_5512	3903	32913551	500	81695	5327	8432.89	649	15510	2185	4304	45.65	90.9	85.9	5.0	3.3	5.8	758	4355240	4163854	12.6
Mortierella_exigua_NRRL_28262	5084	48115323	500	123319	4776	9464.07	732	19879	2510	4910	47.59	93.0	87.2	5.8	2.9	4.1	758	4713678	4588016	9.5
Mortierella_gamsii_AD045	3359	49262965	500	305885	6658	14665.96	430	33479	1519	8199	47.71	95.6	87.6	8.0	1.3	3.1	758	6117538	6007396	12.2
Mortierella_gamsii_NVP60	6418	49480766	500	166065	4282	7709.69	967	15258	3367	3881	48.00	92.4	86.1	6.3	3.2	4.4	758	5247794	5079838	10.3
Mortierella_globulifera_AD054	4204	38208522	500	114911	4447	9088.61	560	19603	2122	4369	50.38	93.4	86.4	7.0	3.0	3.6	758	3889606	3832601	10.0
Mortierella_globulifera_REB-010B	2632	39164784	500	200293	5893	14880.24	303	37013	1133	8200	50.45	95.4	88.4	7.0	2.1	2.5	758	6113566	6057477	15.5
Mortierella_horticola_AD009	3587	39961060	500	118901	5989	11140.52	510	23161	1785	6026	48.99	91.2	85.1	6.1	2.6	6.2	758	4400408	4078931	10.2
Mortierella_horticola_CK413	2108	40418669	500	256907	5327	19173.94	222	56369	784	12362	49.01	93.8	86.5	7.3	1.2	5.0	758	6412672	6012945	14.9
Mortierella_humilis_KOD_1050	2079	29168965	554	102834	10992	14030.29	551	16383	1607	7306	46.30	79.5	75.1	4.4	3.6	16.9	758	4800978	3644780	12.5
Mortierella_hyalina_JES_103	7900	59030500	1000	261216	1463	7472.22	427	38014	3170	1679	46.98	96.4	79.9	16.5	1.7	1.9	758	9000132	6916518	17.6
Mortierella_hyalina_NRRL_6427	800	44523000	1016	652695	17067	55653.75	80	161363	304	33651	48.40	97.0	88.8	8.2	0.9	2.1	758	NA	9315958	31.3
Mortierella_hygrophila_NRRL_2591	1564	46054087	500	535183	2879	29446.35	102	128808	379	27887	48.53	96.7	87.6	9.1	1.2	2.1	758	12167972	11810483	38.5
Mortierella_isabellina_NRRL_A-11333	112	21943882	1164	1391400	119449	195927.52	17	346814	56	119449	42.27	96.5	93.3	3.2	1.1	2.4	758	16514656	16298954	111.4
Mortierella_isabellina_NRRL_A-12504	47	21839248	1072	1750186	315760	464664.85	10	890738	24	315760	41.96	96.4	92.7	3.7	1.6	2.0	758	20292640	19998377	137.3
Mortierella_minutissima_AD069	3215	39396580	500	134544	4516	12253.99	389	30349	1377	6787	49.42	94.2	87.6	6.6	1.6	4.2	758	6047160	5700598	14.5
Mortierella_minutissima_NVP1	3345	39027383	477	132954	4234	11667.38	410	29770	1416	6493	49.25	93.4	87.1	6.3	1.8	4.8	758	5899632	5558191	14.2
Mortierella_multidivaricata_NRRL_6456	3523	36027863	500	118702	4952	10226.47	469	23035	1702	5219	48.88	92.9	85.6	7.3	2.9	4.2	758	4335256	4202662	11.7
Mortierella_nantahalensis_NRRL_5842	3659	40703351	997	87807	7611	11124.17	642	20643	1865	7135	32.43	98.3	87.1	11.2	0.1	1.6	758	NA	31433946	115.8
Mortierella_ovata_NRRL_13128	503	23699989	1005	471260	27343	47117.27	77	92183	257	26823	42.71	95.7	92.7	3.0	2.0	2.3	758	13473560	13218956	83.6
Mortierella_ovata_Yip_NRRL_13127	2728	37932477	1000	221429	2135	13904.87	229	49467	926	6806	34.71	94.3	72.7	21.6	1.7	4.0	758	15139890	13430072	53.0
Mortierella_parvispora_AD039	4514	46847705	497	104899	5687	10378.31	671	21038	2323	5352	47.87	93.3	86.7	6.6	3.3	3.4	758	5657638	5575541	11.9
Mortierella_polycephala_KOD_948	2595	32627605	500	148289	4233	12573.26	303	31731	1060	7060	47.60	95.6	88.7	6.9	1.5	2.9	758	4119588	4006141	12.3
Mortierella_polygonia_AM948	2012	32830574	500	257963	4305	16317.38	210	45864	749	10475	47.63	96.3	88.8	7.5	1.2	2.5	758	5520184	5365513	16.3
Mortierella_ramanniana_var._autotrophica_NRRL_5843T	395	24267205	1004	466149	29067	61435.96	59	139985	174	36029	42.74	95.7	92.7	3.0	2.1	2.2	758	NA	10422126	64.4
Mortierella_schmuckeri_NRRL_6426	3515	46052497	500	124421	7322	13101.71	542	25996	1797	6936	47.37	94.9	88.7	6.2	1.2	3.9	758	5278776	5191876	11.3
Mortierella_selenospora_KOD_1015	8632	40536107	500	66104	2780	4696.03	1396	8341	5087	2107	47.76	88.2	84.6	3.6	5.8	6.0	758	4084674	3852876	9.5
Mortierella_sepedonioides_NRRL_6425	1091	32910895	1001	319050	11913	30165.81	136	73817	479	16948	33.16	97.7	87.5	10.2	0.5	1.8	758	NA	13926640	63.5
Mortierella_sp._14UC	2793	45164476	500	223587	6512	16170.60	341	39533	1191	9562	49.37	95.1	88.1	7.0	1.8	3.1	758	5746162	5608186	12.4
Mortierella_sp._AD010	4436	38565807	500	105019	4067	8693.82	581	18859	2170	4243	43.94	94.3	87.6	6.7	2.1	3.6	758	NA	5545477	14.4
Mortierella_sp._AD011	4450	38563514	500	120180	4019	8665.96	592	19053	2166	4260	43.89	94.2	87.2	7.0	2.4	3.4	758	NA	5191145	13.5
